"filename", "language", "YAML", "JavaScript", "Dart", "JSON", "HTML", "Markdown", "CMake", "C++", "Swift", "XML", "Properties", "comment", "blank", "total"
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\assets\lang\ur_PK.json", "JSON", 0, 0, 0, 529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 529
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\firestore.indexes.json", "JSON", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\functions\index.js", "JavaScript", 0, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 24, 265
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\functions\package-lock.json", "JSON", 0, 0, 0, 7210, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7211
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\functions\package.json", "JSON", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\ios\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 2, 4, 13
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\ios\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 2, 14
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 1, 123
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json", "JSON", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md", "Markdown", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 5
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\ios\Runner\Base.lproj\LaunchScreen.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 1, 1, 38
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\ios\Runner\Base.lproj\Main.storyboard", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 1, 1, 27
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\ios\Runner\Runner-Bridging-Header.h", "C++", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\button\custom_button.dart", "Dart", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 42
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\button\custom_floating_action_button.dart", "Dart", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\button\custom_outline_button.dart", "Dart", 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 44
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\button\more_option_button.dart", "Dart", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 52
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\button\premimum_button.dart", "Dart", 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 100
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\common\build_custom_card.dart", "Dart", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\common\card_header_text.dart", "Dart", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\common\confilcting_crad.dart", "Dart", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 57
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\common\custom_app_bar.dart", "Dart", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 53
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\common\error_refresh_view.dart", "Dart", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\common\icon_with_text.dart", "Dart", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 39
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\common\label_text.dart", "Dart", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 23
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\common\profile_image.dart", "Dart", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 12, 5, 62
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\common\profile_network_image.dart", "Dart", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 40
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\common\refresh_indicator_view.dart", "Dart", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\reminder\custom_toggle_btn.dart", "Dart", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 47
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\report\charts\category_pie_chart.dart", "Dart", 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 174
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\report\charts\cost_pie_chart.dart", "Dart", 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 233
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\report\charts\distance_per_refueling_line_chart.dart", "Dart", 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 204
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\report\charts\expense_vs_income_bar_chart.dart", "Dart", 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 217
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\report\charts\fuel_efficiency_line_chart.dart", "Dart", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 98
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\report\charts\fuel_price_line_chart.dart", "Dart", 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 196
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\report\charts\monthly_cost_bar_chart.dart", "Dart", 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 175
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\report\charts\odometer_history_line_chart.dart", "Dart", 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 204
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\report\custom_report_card.dart", "Dart", 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 147
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\report\distance_report_card.dart", "Dart", 0, 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 109
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\report\report_date_range.dart", "Dart", 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 63
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\report\report_tab_bar.dart", "Dart", 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 51
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\text-input-field\card_text_input_field.dart", "Dart", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 77
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\text-input-field\form_label_text.dart", "Dart", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\text-input-field\password_input_field.dart", "Dart", 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 76
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\text-input-field\search_text_input_field.dart", "Dart", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 63
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\text-input-field\text_input_field.dart", "Dart", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 88
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\custom-widget\text-input-field\text_input_field_with_controller.dart", "Dart", 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 97
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\main.dart", "Dart", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 49
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\model\app_user.dart", "Dart", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 151
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\model\date_range_model.dart", "Dart", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\model\expense\expense_model.dart", "Dart", 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 75
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\model\expense\expense_type_model.dart", "Dart", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 42
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\model\general_model.dart", "Dart", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\model\income\income_model.dart", "Dart", 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 58
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\model\last_record_model.dart", "Dart", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\model\onboarding_model.dart", "Dart", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\model\refueling\refueling_model.dart", "Dart", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 78
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\model\reminder\reminder_model.dart", "Dart", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 38
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\model\route\route_model.dart", "Dart", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 82
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\model\service\service_model.dart", "Dart", 0, 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 99
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\model\timeline_entry.dart", "Dart", 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 76
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\model\vehicle\vehicle_model.dart", "Dart", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 80
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\authentication\forgot_password\forgot_password_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\authentication\forgot_password\forgot_password_controller.dart", "Dart", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 13, 9, 72
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\authentication\forgot_password\forgot_password_view.dart", "Dart", 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 124
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\authentication\import-data\import_data_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\authentication\import-data\import_data_controller.dart", "Dart", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\authentication\import-data\import_data_view.dart", "Dart", 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 144
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\authentication\login\login_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\authentication\login\login_controller.dart", "Dart", 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24, 218
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\authentication\login\login_view.dart", "Dart", 0, 0, 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 227
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\authentication\signup\signup_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\authentication\signup\signup_controller.dart", "Dart", 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25, 146
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\authentication\signup\signup_view.dart", "Dart", 0, 0, 269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 276
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\common\date-range\date_range_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\common\date-range\date_range_controller.dart", "Dart", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 23
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\common\date-range\date_range_view.dart", "Dart", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 135
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\common\map\map_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\common\map\map_controller.dart", "Dart", 0, 0, 222, 0, 0, 0, 0, 0, 0, 0, 0, 38, 43, 303
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\common\map\map_view.dart", "Dart", 0, 0, 352, 0, 0, 0, 0, 0, 0, 0, 0, 23, 21, 396
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\common\onboarding\onboarding_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\common\onboarding\onboarding_controller.dart", "Dart", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 67
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\common\onboarding\onboarding_view.dart", "Dart", 0, 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 201
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\common\update-profile\update_profile_bindings.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\common\update-profile\update_profile_controller.dart", "Dart", 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 47, 21, 201
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\common\update-profile\update_profile_view.dart", "Dart", 0, 0, 434, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 443
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\common\view-photo\view_photo_binding.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\common\view-photo\view_photo_controller.dart", "Dart", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\common\view-photo\view_photo_view.dart", "Dart", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 47
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\expense\create\create_expense_binding.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\expense\create\create_expense_controller.dart", "Dart", 0, 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34, 208
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\expense\create\create_expense_view.dart", "Dart", 0, 0, 579, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 603
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\expense\type\expense_type_binding.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\expense\type\expense_type_controller.dart", "Dart", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 115
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\expense\type\expense_type_view.dart", "Dart", 0, 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 209
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\expense\update\update_expense_binding.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\expense\update\update_expense_controller.dart", "Dart", 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 21, 41, 256
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\expense\update\update_expense_view.dart", "Dart", 0, 0, 600, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 609
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\filter\home_filter_binding.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\filter\home_filter_controller.dart", "Dart", 0, 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 99
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\filter\home_filter_view.dart", "Dart", 0, 0, 344, 0, 0, 0, 0, 0, 0, 0, 0, 18, 14, 376
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\home_controller.dart", "Dart", 0, 0, 392, 0, 0, 0, 0, 0, 0, 0, 0, 43, 49, 484
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\home_view.dart", "Dart", 0, 0, 972, 0, 0, 0, 0, 0, 0, 0, 0, 65, 29, 1066
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\home_view_copy.dart", "Dart", 0, 0, 941, 0, 0, 0, 0, 0, 0, 0, 0, 66, 30, 1037
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\income\create\create_income_binding.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\income\create\create_income_controller.dart", "Dart", 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 2, 34, 188
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\income\create\create_income_view.dart", "Dart", 0, 0, 387, 0, 0, 0, 0, 0, 0, 0, 0, 17, 9, 413
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\income\update\update_income_binding.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\income\update\update_income_controller.dart", "Dart", 0, 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 4, 35, 202
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\income\update\update_income_view.dart", "Dart", 0, 0, 401, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 409
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\refueling\create\create_refueling_binding.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\refueling\create\create_refueling_controller.dart", "Dart", 0, 0, 254, 0, 0, 0, 0, 0, 0, 0, 0, 9, 47, 310
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\refueling\create\create_refueling_view.dart", "Dart", 0, 0, 657, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 667
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\refueling\update\update_refueling_binding.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\refueling\update\update_refueling_controller.dart", "Dart", 0, 0, 273, 0, 0, 0, 0, 0, 0, 0, 0, 2, 46, 321
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\refueling\update\update_refueling_view.dart", "Dart", 0, 0, 642, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 650
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\route\create\create_route_binding.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\route\create\create_route_controller.dart", "Dart", 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36, 238
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\route\create\create_route_view.dart", "Dart", 0, 0, 570, 0, 0, 0, 0, 0, 0, 0, 0, 5, 8, 583
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\route\update\update_route_binding.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\route\update\update_route_controller.dart", "Dart", 0, 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 2, 39, 256
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\route\update\update_route_view.dart", "Dart", 0, 0, 566, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 574
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\service\create\create_service_binding.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\service\create\create_service_controller.dart", "Dart", 0, 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 2, 37, 217
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\service\create\create_service_view.dart", "Dart", 0, 0, 582, 0, 0, 0, 0, 0, 0, 0, 0, 27, 9, 618
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\service\type\service_type_binding.dart", "Dart", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"e:\Development\Multan\Xtra App Studio\3.35.4\drivvo\lib\modules\home\service\type\service_type_controller.dart", "Dart", 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 109
